,회사ID,년도,월,연월,월별_연금보험료,월별_직원수,연매출액,전년도(기록연도)_대비_매출액_증감률,연평균_직원수,전년도(기록연도)_대비_직원수_증감률
334,130344,2016,07,201607,20629500,102,52047832,0.0,99.5,0.07567567567567557
335,130344,2016,08,201608,20237640,100,52047832,0.0,99.5,0.07567567567567557
336,130344,2016,09,201609,20737140,101,52047832,0.0,99.5,0.07567567567567557
337,130344,2016,10,201610,20566140,100,52047832,0.0,99.5,0.07567567567567557
338,130344,2016,11,201611,21391260,105,52047832,0.0,99.5,0.07567567567567557
339,130344,2016,12,201612,21029460,103,52047832,0.0,99.5,0.07567567567567557
340,130344,2017,01,201701,21029460,103,59854757,0.14999520056858473,105.33333333333333,0.058626465661641536
341,130344,2017,02,201702,22126740,110,59854757,0.0,105.33333333333333,0.058626465661641536
342,130344,2017,03,201703,20948480,104,59854757,0.0,105.33333333333333,0.058626465661641536
343,130344,2017,04,201704,21699080,107,59854757,0.0,105.33333333333333,0.058626465661641536
344,130344,2017,05,201705,20797580,103,59854757,0.0,105.33333333333333,0.058626465661641536
345,130344,2017,06,201706,22783880,113,59854757,0.0,105.33333333333333,0.058626465661641536
346,130344,2017,07,201707,22753580,107,59854757,0.0,105.33333333333333,0.058626465661641536
347,130344,2017,08,201708,22279560,105,59854757,0.0,105.33333333333333,0.058626465661641536
348,130344,2017,09,201709,22590600,107,59854757,0.0,105.33333333333333,0.058626465661641536
349,130344,2017,10,201710,22491160,106,59854757,0.0,105.33333333333333,0.058626465661641536
350,130344,2017,11,201711,22111100,104,59854757,0.0,105.33333333333333,0.058626465661641536
351,130344,2017,12,201712,20441800,95,59854757,0.0,105.33333333333333,0.058626465661641536
352,130344,2018,01,201801,23638240,110,74511742,0.24487585840503878,117.83333333333333,0.11867088607594933
353,130344,2018,02,201802,23109700,108,74511742,0.0,117.83333333333333,0.11867088607594933
354,130344,2018,03,201803,23147940,108,74511742,0.0,117.83333333333333,0.11867088607594933
355,130344,2018,04,201804,24793340,117,74511742,0.0,117.83333333333333,0.11867088607594933
356,130344,2018,05,201805,24921860,118,74511742,0.0,117.83333333333333,0.11867088607594933
357,130344,2018,06,201806,24928160,118,74511742,0.0,117.83333333333333,0.11867088607594933
358,130344,2018,07,201807,26989320,117,74511742,0.0,117.83333333333333,0.11867088607594933
359,130344,2018,08,201808,27533280,121,74511742,0.0,117.83333333333333,0.11867088607594933
360,130344,2018,09,201809,27345900,120,74511742,0.0,117.83333333333333,0.11867088607594933
361,130344,2018,10,201810,27561720,122,74511742,0.0,117.83333333333333,0.11867088607594933
362,130344,2018,11,201811,28615440,129,74511742,0.0,117.83333333333333,0.11867088607594933
363,130344,2018,12,201812,28158080,126,74511742,0.0,117.83333333333333,0.11867088607594933
364,131397,2015,11,201511,21672700,79,30795256,,80.5,
365,131397,2015,12,201512,22264900,82,30795256,0.0,80.5,
366,131397,2016,01,201601,21687820,80,31029936,0.007620654298181595,83.91666666666667,0.04244306418219468
367,131397,2016,02,201602,22085620,82,31029936,0.0,83.91666666666667,0.04244306418219468
368,131397,2016,03,201603,22232600,83,31029936,0.0,83.91666666666667,0.04244306418219468
369,131397,2016,04,201604,22416640,84,31029936,0.0,83.91666666666667,0.04244306418219468
370,131397,2016,05,201605,22156980,83,31029936,0.0,83.91666666666667,0.04244306418219468
371,131397,2016,06,201606,22093800,83,31029936,0.0,83.91666666666667,0.04244306418219468
372,131397,2016,07,201607,23502400,84,31029936,0.0,83.91666666666667,0.04244306418219468
373,131397,2016,08,201608,23686440,85,31029936,0.0,83.91666666666667,0.04244306418219468
374,131397,2016,09,201609,23787420,85,31029936,0.0,83.91666666666667,0.04244306418219468
375,131397,2016,10,201610,24363960,87,31029936,0.0,83.91666666666667,0.04244306418219468
376,131397,2016,11,201611,24307980,87,31029936,0.0,83.91666666666667,0.04244306418219468
377,131397,2016,12,201612,23404760,84,31029936,0.0,83.91666666666667,0.04244306418219468
378,131397,2017,01,201701,23979400,86,32444717,0.045594067612643396,87.58333333333333,0.04369414101290947
379,131397,2017,02,201702,23670600,85,32444717,0.0,87.58333333333333,0.04369414101290947
380,131397,2017,03,201703,23561540,84,32444717,0.0,87.58333333333333,0.04369414101290947
381,131397,2017,04,201704,23621580,83,32444717,0.0,87.58333333333333,0.04369414101290947
382,131397,2017,05,201705,23897260,84,32444717,0.0,87.58333333333333,0.04369414101290947
383,131397,2017,06,201706,24634980,86,32444717,0.0,87.58333333333333,0.04369414101290947
384,131397,2017,07,201707,25810940,83,32444717,0.0,87.58333333333333,0.04369414101290947
385,131397,2017,08,201708,27165980,89,32444717,0.0,87.58333333333333,0.04369414101290947
386,131397,2017,09,201709,27104780,89,32444717,0.0,87.58333333333333,0.04369414101290947
387,131397,2017,10,201710,28011440,92,32444717,0.0,87.58333333333333,0.04369414101290947
388,131397,2017,11,201711,28868500,95,32444717,0.0,87.58333333333333,0.04369414101290947
389,131397,2017,12,201712,28868500,95,32444717,0.0,87.58333333333333,0.04369414101290947
390,131397,2018,01,201801,28220480,93,36071991,0.11179860191105995,97.25,0.11037107516650813
391,131397,2018,02,201802,28226780,93,36071991,0.0,97.25,0.11037107516650813
392,131397,2018,03,201803,27784780,92,36071991,0.0,97.25,0.11037107516650813
393,131397,2018,04,201804,27954880,93,36071991,0.0,97.25,0.11037107516650813
394,131397,2018,05,201805,29330520,97,36071991,0.0,97.25,0.11037107516650813
395,131397,2018,06,201806,28977000,96,36071991,0.0,97.25,0.11037107516650813
396,131397,2018,07,201807,29775540,96,36071991,0.0,97.25,0.11037107516650813
397,131397,2018,08,201808,29926300,96,36071991,0.0,97.25,0.11037107516650813
398,131397,2018,09,201809,31082520,100,36071991,0.0,97.25,0.11037107516650813
399,131397,2018,10,201810,31895920,103,36071991,0.0,97.25,0.11037107516650813
400,131397,2018,11,201811,31474720,102,36071991,0.0,97.25,0.11037107516650813
401,131397,2018,12,201812,32253740,106,36071991,0.0,97.25,0.11037107516650813
402,131606,2015,11,201511,7195020,44,8027982,,42.5,
403,131606,2015,12,201512,6795880,41,8027982,0.0,42.5,
404,131606,2016,01,201601,6166800,37,8489981,0.057548584438779304,47.416666666666664,0.11568627450980395
405,131606,2016,02,201602,6442920,39,8489981,0.0,47.416666666666664,0.11568627450980395
406,131606,2016,03,201603,6594500,40,8489981,0.0,47.416666666666664,0.11568627450980395
407,131606,2016,04,201604,7593400,48,8489981,0.0,47.416666666666664,0.11568627450980395
408,131606,2016,05,201605,8265340,53,8489981,0.0,47.416666666666664,0.11568627450980395
409,131606,2016,06,201606,8576280,55,8489981,0.0,47.416666666666664,0.11568627450980395
410,131606,2016,07,201607,7801180,48,8489981,0.0,47.416666666666664,0.11568627450980395
411,131606,2016,08,201608,8380860,52,8489981,0.0,47.416666666666664,0.11568627450980395
412,131606,2016,09,201609,8056780,50,8489981,0.0,47.416666666666664,0.11568627450980395
413,131606,2016,10,201610,7911700,49,8489981,0.0,47.416666666666664,0.11568627450980395
414,131606,2016,11,201611,7974440,49,8489981,0.0,47.416666666666664,0.11568627450980395
415,131606,2016,12,201612,7985600,49,8489981,0.0,47.416666666666664,0.11568627450980395
416,131606,2017,01,201701,8262280,51,15154199,0.7849508732705055,74.91666666666667,0.5799648506151145
417,131606,2017,02,201702,9569200,60,15154199,0.0,74.91666666666667,0.5799648506151145
418,131606,2017,03,201703,9424840,59,15154199,0.0,74.91666666666667,0.5799648506151145
419,131606,2017,04,201704,10584040,69,15154199,0.0,74.91666666666667,0.5799648506151145
420,131606,2017,05,201705,10470860,68,15154199,0.0,74.91666666666667,0.5799648506151145
421,131606,2017,06,201706,11191620,73,15154199,0.0,74.91666666666667,0.5799648506151145
422,131606,2017,07,201707,12296580,79,15154199,0.0,74.91666666666667,0.5799648506151145
423,131606,2017,08,201708,13739580,89,15154199,0.0,74.91666666666667,0.5799648506151145
424,131606,2017,09,201709,12684980,82,15154199,0.0,74.91666666666667,0.5799648506151145
425,131606,2017,10,201710,13349220,87,15154199,0.0,74.91666666666667,0.5799648506151145
426,131606,2017,11,201711,13985660,92,15154199,0.0,74.91666666666667,0.5799648506151145
427,131606,2017,12,201712,13717560,90,15154199,0.0,74.91666666666667,0.5799648506151145
428,131606,2018,01,201801,13593000,89,18496928,0.22058104159777758,91.83333333333333,0.22580645161290303
429,131606,2018,02,201802,13755000,90,18496928,0.0,91.83333333333333,0.22580645161290303
430,131606,2018,03,201803,13390400,87,18496928,0.0,91.83333333333333,0.22580645161290303
431,131606,2018,04,201804,14765980,95,18496928,0.0,91.83333333333333,0.22580645161290303
432,131606,2018,05,201805,14760620,94,18496928,0.0,91.83333333333333,0.22580645161290303
433,131606,2018,06,201806,14979280,94,18496928,0.0,91.83333333333333,0.22580645161290303
434,131606,2018,07,201807,15685560,93,18496928,0.0,91.83333333333333,0.22580645161290303
435,131606,2018,08,201808,15728040,93,18496928,0.0,91.83333333333333,0.22580645161290303
436,131606,2018,09,201809,15463720,91,18496928,0.0,91.83333333333333,0.22580645161290303
437,131606,2018,10,201810,15683920,92,18496928,0.0,91.83333333333333,0.22580645161290303
438,131606,2018,11,201811,15707860,92,18496928,0.0,91.83333333333333,0.22580645161290303
439,131606,2018,12,201812,15794800,92,18496928,0.0,91.83333333333333,0.22580645161290303
440,131723,2015,11,201511,10131300,57,24499802,,59.0,
441,131723,2015,12,201512,10888280,61,24499802,0.0,59.0,
442,131723,2016,01,201601,11387880,63,52763170,1.1536161802450486,71.33333333333333,0.20903954802259883
443,131723,2016,02,201602,11385360,63,52763170,0.0,71.33333333333333,0.20903954802259883
444,131723,2016,03,201603,11584000,64,52763170,0.0,71.33333333333333,0.20903954802259883
445,131723,2016,04,201604,11472860,63,52763170,0.0,71.33333333333333,0.20903954802259883
446,131723,2016,05,201605,12596380,69,52763170,0.0,71.33333333333333,0.20903954802259883
447,131723,2016,06,201606,13097320,72,52763170,0.0,71.33333333333333,0.20903954802259883
448,131723,2016,07,201607,15171860,75,52763170,0.0,71.33333333333333,0.20903954802259883
449,131723,2016,08,201608,15590700,77,52763170,0.0,71.33333333333333,0.20903954802259883
450,131723,2016,09,201609,15201100,75,52763170,0.0,71.33333333333333,0.20903954802259883
451,131723,2016,10,201610,14470580,71,52763170,0.0,71.33333333333333,0.20903954802259883
452,131723,2016,11,201611,16081740,77,52763170,0.0,71.33333333333333,0.20903954802259883
453,131723,2016,12,201612,18572120,87,52763170,0.0,71.33333333333333,0.20903954802259883
454,131723,2017,01,201701,19440320,92,58105359,0.10124844659636634,75.75,0.06191588785046731
455,131723,2017,02,201702,19414920,93,58105359,0.0,75.75,0.06191588785046731
456,131723,2017,03,201703,19235020,93,58105359,0.0,75.75,0.06191588785046731
457,131723,2017,04,201704,18694760,90,58105359,0.0,75.75,0.06191588785046731
458,131723,2017,05,201705,12543060,60,58105359,0.0,75.75,0.06191588785046731
459,131723,2017,06,201706,12543060,60,58105359,0.0,75.75,0.06191588785046731
460,131723,2017,07,201707,14477720,64,58105359,0.0,75.75,0.06191588785046731
461,131723,2017,08,201708,14721160,66,58105359,0.0,75.75,0.06191588785046731
462,131723,2017,09,201709,14897120,68,58105359,0.0,75.75,0.06191588785046731
463,131723,2017,10,201710,16028220,74,58105359,0.0,75.75,0.06191588785046731
464,131723,2017,11,201711,16115260,75,58105359,0.0,75.75,0.06191588785046731
465,131723,2017,12,201712,15731420,74,58105359,0.0,75.75,0.06191588785046731
466,131723,2018,01,201801,15962460,75,63013077,0.08446239872642392,85.33333333333333,0.12651265126512645
467,131723,2018,02,201802,15821780,74,63013077,0.0,85.33333333333333,0.12651265126512645
468,131723,2018,03,201803,17028340,77,63013077,0.0,85.33333333333333,0.12651265126512645
469,131723,2018,04,201804,17985320,82,63013077,0.0,85.33333333333333,0.12651265126512645
470,131723,2018,05,201805,18386540,85,63013077,0.0,85.33333333333333,0.12651265126512645
471,131723,2018,06,201806,19403080,88,63013077,0.0,85.33333333333333,0.12651265126512645
472,131723,2018,07,201807,19972720,87,63013077,0.0,85.33333333333333,0.12651265126512645
473,131723,2018,08,201808,20708480,90,63013077,0.0,85.33333333333333,0.12651265126512645
474,131723,2018,09,201809,21014140,89,63013077,0.0,85.33333333333333,0.12651265126512645
475,131723,2018,10,201810,21370360,90,63013077,0.0,85.33333333333333,0.12651265126512645
476,131723,2018,11,201811,22062100,91,63013077,0.0,85.33333333333333,0.12651265126512645
477,131723,2018,12,201812,23208440,96,63013077,0.0,85.33333333333333,0.12651265126512645
478,131842,2015,11,201511,5733880,23,3159028,,23.0,
479,131842,2015,12,201512,5703920,23,3159028,0.0,23.0,
480,131842,2016,01,201601,5919920,24,3946967,0.2494245065254248,27.833333333333332,0.21014492753623193
481,131842,2016,02,201602,5919920,24,3946967,0.0,27.833333333333332,0.21014492753623193
482,131842,2016,03,201603,5897960,24,3946967,0.0,27.833333333333332,0.21014492753623193
483,131842,2016,04,201604,5892920,24,3946967,0.0,27.833333333333332,0.21014492753623193
484,131842,2016,05,201605,5892920,24,3946967,0.0,27.833333333333332,0.21014492753623193
485,131842,2016,06,201606,5731740,23,3946967,0.0,27.833333333333332,0.21014492753623193
486,131842,2016,07,201607,6313640,26,3946967,0.0,27.833333333333332,0.21014492753623193
487,131842,2016,08,201608,6548800,27,3946967,0.0,27.833333333333332,0.21014492753623193
488,131842,2016,09,201609,6890260,29,3946967,0.0,27.833333333333332,0.21014492753623193
489,131842,2016,10,201610,7677660,33,3946967,0.0,27.833333333333332,0.21014492753623193
490,131842,2016,11,201611,8881400,38,3946967,0.0,27.833333333333332,0.21014492753623193
491,131842,2016,12,201612,8715780,38,3946967,0.0,27.833333333333332,0.21014492753623193
492,131842,2018,01,201801,21117000,91,11734881,1.9731388684019908,79.58333333333333,1.8592814371257487
493,131842,2018,02,201802,20244920,87,11734881,0.0,79.58333333333333,1.8592814371257487
494,131842,2018,03,201803,19205180,82,11734881,0.0,79.58333333333333,1.8592814371257487
495,131842,2018,04,201804,18242380,77,11734881,0.0,79.58333333333333,1.8592814371257487
496,131842,2018,05,201805,17968680,76,11734881,0.0,79.58333333333333,1.8592814371257487
497,131842,2018,06,201806,17838620,76,11734881,0.0,79.58333333333333,1.8592814371257487
498,131842,2018,07,201807,19801220,79,11734881,0.0,79.58333333333333,1.8592814371257487
499,131842,2018,08,201808,19352560,78,11734881,0.0,79.58333333333333,1.8592814371257487
500,131842,2018,09,201809,19501060,79,11734881,0.0,79.58333333333333,1.8592814371257487
501,131842,2018,10,201810,19216940,78,11734881,0.0,79.58333333333333,1.8592814371257487
502,131842,2018,11,201811,19054940,77,11734881,0.0,79.58333333333333,1.8592814371257487
503,131842,2018,12,201812,18652200,75,11734881,0.0,79.58333333333333,1.8592814371257487
504,131872,2015,11,201511,19989040,82,46789832,,81.5,
505,131872,2015,12,201512,19809040,81,46789832,0.0,81.5,
506,131872,2016,01,201601,19809040,81,51781392,0.10668044287912815,83.5,0.024539877300613577
507,131872,2016,02,201602,19809040,81,51781392,0.0,83.5,0.024539877300613577
508,131872,2016,03,201603,20382880,85,51781392,0.0,83.5,0.024539877300613577
509,131872,2016,04,201604,20953980,87,51781392,0.0,83.5,0.024539877300613577
510,131872,2016,05,201605,21133980,88,51781392,0.0,83.5,0.024539877300613577
511,131872,2016,06,201606,21133980,88,51781392,0.0,83.5,0.024539877300613577
512,131872,2016,07,201607,21602500,82,51781392,0.0,83.5,0.024539877300613577
513,131872,2016,08,201608,21909920,83,51781392,0.0,83.5,0.024539877300613577
514,131872,2016,09,201609,21723260,82,51781392,0.0,83.5,0.024539877300613577
515,131872,2016,10,201610,21927660,83,51781392,0.0,83.5,0.024539877300613577
516,131872,2016,11,201611,21681240,82,51781392,0.0,83.5,0.024539877300613577
517,131872,2016,12,201612,21179240,80,51781392,0.0,83.5,0.024539877300613577
518,131872,2017,01,201701,21404240,81,61009844,0.1782194654017799,84.16666666666667,0.007984031936127733
519,131872,2017,02,201702,21151340,80,61009844,0.0,84.16666666666667,0.007984031936127733
520,131872,2017,03,201703,21601340,82,61009844,0.0,84.16666666666667,0.007984031936127733
521,131872,2017,04,201704,21601340,82,61009844,0.0,84.16666666666667,0.007984031936127733
522,131872,2017,05,201705,21376340,81,61009844,0.0,84.16666666666667,0.007984031936127733
523,131872,2017,06,201706,22145760,84,61009844,0.0,84.16666666666667,0.007984031936127733
524,131872,2017,07,201707,22481580,83,61009844,0.0,84.16666666666667,0.007984031936127733
525,131872,2017,08,201708,23164040,86,61009844,0.0,84.16666666666667,0.007984031936127733
526,131872,2017,09,201709,23211580,86,61009844,0.0,84.16666666666667,0.007984031936127733
527,131872,2017,10,201710,23207080,86,61009844,0.0,84.16666666666667,0.007984031936127733
528,131872,2017,11,201711,24293000,91,61009844,0.0,84.16666666666667,0.007984031936127733
529,131872,2017,12,201712,23468260,88,61009844,0.0,84.16666666666667,0.007984031936127733
530,131872,2018,01,201801,23883520,90,69659062,0.14176758098250497,86.25,0.024752475247524774
531,131872,2018,02,201802,23417160,88,69659062,0.0,86.25,0.024752475247524774
